bedrooms,bathrooms,toilets,parking spaces,type,town,state,price
4,,,,house,Wuye,Abuja,55000000
4,,,,semi-detached duplex,Lekki,Lagos,85000000
4,,,,detached duplex,Ajah,Lagos,85000000
4,,,,semi-detached duplex,Ajah,Lagos,70000000
4,6,5,5,semi-detached duplex,Apo,Abuja,170000000
5,,,,detached duplex,Ajah,Lagos,150000000
4,,,,detached duplex,Lekki,Lagos,170000000
5,,,,detached duplex,Lekki,Lagos,145000000
5,,,,semi-detached duplex,Ikoyi,Lagos,550000000
4,,,,terraced duplex,Lekki,Lagos,130000000
3,3,3,6,detached bungalow,Ijoko,Ogun,12000000
5,,,,house,Karsana,Abuja,200000000
5,,,,house,Karsana,Abuja,200000000
4,4,6,3,terraced duplex,Kaura,Abuja,75000000
3,3,4,4,terraced duplex,Ikoyi,Lagos,220000000
4,4,5,15,detached duplex,Galadimawa,Abuja,150000000
5,5,6,,house,Ikeja,Lagos,250000000
6,6,6,,detached bungalow,Isolo,Lagos,50000000
6,,,,detached duplex,Enugu,Enugu,90000000
5,,,,detached duplex,Lekki,Lagos,180000000
3,3,4,4,block of flats,Life Camp,Abuja,29000000
4,4,5,10,detached duplex,Gwarinpa,Abuja,90000000
5,,,,detached duplex,Lekki,Lagos,100000000
4,5,6,4,semi-detached duplex,Ikeja,Lagos,250000000
5,5,6,6,detached duplex,Lekki,Lagos,120000000
4,,,,detached duplex,Ibadan,Oyo,75000000
5,5,6,4,detached duplex,Lekki,Lagos,85000000
4,4,5,4,detached duplex,Lekki,Lagos,70000000
4,4,5,3,terraced duplex,Life Camp,Abuja,47000000
4,5,6,,terraced duplex,Ikoyi,Lagos,420000000
3,,,,detached bungalow,Lekki,Lagos,18500000
4,4,5,3,terraced duplex,Lekki,Lagos,75000000
4,5,5,,terraced duplex,Lekki,Lagos,200000000
4,5,5,,terraced duplex,Lekki,Lagos,150000000
5,7,7,8,detached duplex,Lekki,Lagos,250000000
5,5,6,4,detached duplex,Lekki,Lagos,280000000
5,5,6,4,detached duplex,Lekki,Lagos,170000000
5,5,6,,detached duplex,Lugbe District,Abuja,115000000
5,,,,detached duplex,Ikeja,Lagos,350000000
5,5,6,5,detached duplex,Lekki,Lagos,175000000
6,6,7,6,detached duplex,Victoria Island (VI),Lagos,550000000
8,8,8,9,detached duplex,Surulere,Lagos,220000000
5,6,6,4,detached duplex,Lekki,Lagos,550000000
5,5,6,10,detached duplex,Lekki,Lagos,550000000
4,4,5,3,terraced duplex,Lekki,Lagos,200000000
3,3,4,9,detached duplex,Isheri North,Lagos,55000000
4,4,4,,semi-detached duplex,Ajah,Lagos,65000000
4,5,6,3,terraced duplex,Wuye,Abuja,70000000
4,5,5,,terraced duplex,Jahi,Abuja,140000000
2,3,3,3,block of flats,Lekki,Lagos,47500000
4,4,5,4,terraced duplex,Life Camp,Abuja,45000000
5,5,5,10,terraced duplex,Lekki,Lagos,110000000
2,2,3,,semi-detached duplex,Kaduna South,Kaduna,200000000
5,5,6,,detached duplex,Lekki,Lagos,150000000
3,3,4,,terraced duplex,Lekki,Lagos,48000000
4,4,5,3,terraced duplex,Lekki,Lagos,120000000
3,4,4,,terraced duplex,Life Camp,Abuja,65000000
5,5,6,5,detached duplex,Guzape District,Abuja,230000000
3,3,4,2,semi-detached duplex,Ajah,Lagos,42000000
5,5,6,5,detached duplex,Lekki,Lagos,60000000
5,5,6,4,detached duplex,Lekki,Lagos,195000000
2,2,3,2,block of flats,Lekki,Lagos,41000000
3,4,4,,detached bungalow,Lugbe District,Abuja,59500000
4,5,6,5,semi-detached duplex,Lekki,Lagos,85000000
4,5,6,3,terraced duplex,Lekki,Lagos,53000000
4,4,5,3,terraced duplex,Isheri North,Lagos,55000000
4,,,,terraced duplex,Lekki,Lagos,55000000
4,5,5,,terraced duplex,Ajah,Lagos,49000000
4,6,6,6,semi-detached duplex,Lekki,Lagos,85000000
3,3,4,,terraced duplex,Ajah,Lagos,37000000
4,5,6,3,terraced duplex,Lekki,Lagos,80000000
135,135,162,200,13 detached duplex,Port Harcourt,Rivers,4500000000
5,5,6,,detached duplex,Ajah,Lagos,100000000
4,5,6,4,semi-detached duplex,Lekki,Lagos,100000000
4,,5,,detached duplex,Lokogoma District,Abuja,56000000
4,5,6,5,detached duplex,Lekki,Lagos,85000000
5,5,6,,detached duplex,Ikoyi,Lagos,1000000000
5,5,6,,detached duplex,Ikoyi,Lagos,850000000
5,5,6,,detached duplex,Ikoyi,Lagos,800000000
6,6,7,5,detached duplex,Victoria Island (VI),Lagos,650000000
,,,3,block of flats,Agege,Lagos,13000000
4,4,5,6,detached duplex,Lekki,Lagos,38000000
3,4,4,,detached bungalow,Ipaja,Lagos,48000000
4,4,5,4,detached duplex,Lekki,Lagos,110000000
4,4,5,4,terraced duplex,Lekki,Lagos,95000000
5,7,7,6,detached duplex,Lekki,Lagos,170000000
5,5,6,6,detached duplex,Ikoyi,Lagos,1700000000
4,4,5,3,terraced duplex,Lekki,Lagos,67000000
4,4,5,3,semi-detached duplex,Lekki,Lagos,85000000
3,3,4,3,terraced duplex,Ajah,Lagos,47000000
4,5,6,3,house,Lekki,Lagos,155000000
4,5,4,,terraced duplex,Ikoyi,Lagos,450000000
4,5,4,,semi-detached duplex,Ajah,Lagos,65000000
5,5,6,,detached duplex,Lekki,Lagos,120000000
4,,,,semi-detached duplex,Ikeja,Lagos,140000000
5,7,7,6,detached duplex,Magodo,Lagos,350000000
5,6,6,10,detached duplex,Asokoro District,Abuja,300000000
5,6,6,5,detached duplex,Lekki,Lagos,500000000
4,5,5,4,detached duplex,Lekki,Lagos,130000000
5,6,6,,detached duplex,Lekki,Lagos,120000000
5,5,6,,detached duplex,Lugbe District,Abuja,115000000
5,6,6,4,semi-detached bungalow,Lekki,Lagos,350000000
5,6,6,5,detached duplex,Lekki,Lagos,200000000
4,5,5,3,semi-detached duplex,Lekki,Lagos,140000000
5,5,6,4,detached duplex,Lekki,Lagos,150000000
5,5,6,6,detached duplex,Lekki,Lagos,390000000
5,5,6,4,detached duplex,Lekki,Lagos,400000000
5,5,6,5,detached duplex,Lekki,Lagos,430000000
5,5,6,3,terraced duplex,Lekki,Lagos,120000000
4,5,6,3,detached duplex,Lekki,Lagos,128000000
4,,4,,terraced duplex,Ajah,Lagos,50000000
5,6,6,,detached duplex,Ikeja,Lagos,185000000
3,3,4,2,semi-detached duplex,Isheri North,Lagos,54000000
4,4,5,2,terraced duplex,Lekki,Lagos,58000000
3,3,4,2,terraced duplex,Lekki,Lagos,55000000
5,,,,detached duplex,Ikeja,Lagos,700000000
4,4,5,3,terraced duplex,Lekki,Lagos,48000000
4,4,5,2,semi-detached duplex,Maryland,Lagos,120000000
4,4,5,2,terraced duplex,Lekki,Lagos,90000000
5,5,6,,house,Ikoyi,Lagos,650000000
4,4,5,,house,Ikeja,Lagos,170000000
4,4,5,,terraced duplex,Ikeja,Lagos,250000000
5,5,6,,house,Ajah,Lagos,180000000
5,5,6,,house,Ajah,Lagos,98000000
5,5,6,,house,Ikoyi,Lagos,1000000000
3,3,4,,house,Lekki,Lagos,45000000
4,,5,,semi-detached duplex,Lekki,Lagos,75000000
4,4,5,,house,Arepo,Ogun,45000000
3,3,4,,house,Lekki,Lagos,35000000
4,4,5,3,terraced duplex,Maryland,Lagos,95000000
6,5,7,7,detached duplex,Ikeja,Lagos,495000000
4,4,5,3,terraced duplex,Maryland,Lagos,270000000
3,,,,block of flats,Ejigbo,Lagos,160000000
4,4,5,10,detached duplex,Lekki,Lagos,165000000
4,4,5,2,terraced duplex,Lekki,Lagos,64000000
3,3,4,2,terraced duplex,Lekki,Lagos,50000000
,,,,Block of flats,Alimosho,Lagos,70000000
5,5,5,,detached duplex,Lekki,Lagos,120000000
5,5,6,,detached duplex,Lekki,Lagos,120000000
6,3,3,10,block of flats,Maryland,Lagos,220000000
5,5,5,,detached duplex,Ajah,Lagos,125000000
5,6,7,9,detached duplex,Lekki,Lagos,230000000
5,5,6,,detached duplex,Ikoyi,Lagos,650000000
5,6,7,5,detached duplex,Lekki,Lagos,280000000
4,4,5,2,terraced duplex,Lekki,Lagos,55000000
4,5,5,,detached duplex,Ajah,Lagos,100000000
5,6,6,,detached duplex,Lekki,Lagos,160000000
5,6,7,8,detached duplex,Lekki,Lagos,360000000
4,5,6,2,terraced duplex,Victoria Island (VI),Lagos,210000000
5,5,5,4,detached duplex,Lekki,Lagos,270000000
4,4,5,5,detached duplex,Lekki,Lagos,85000000
4,4,5,4,terraced duplex,Life Camp,Abuja,65000000
5,7,8,6,detached duplex,Lekki,Lagos,500000000
3,,4,,detached bungalow,Ipaja,Lagos,25000000
5,6,6,6,detached duplex,Ajah,Lagos,100000000
4,5,5,,semi-detached duplex,Mabushi,Abuja,150000000
6,8,9,8,detached duplex,Lekki,Lagos,850000000
4,4,5,2,house,Victoria Island (VI),Lagos,350000000
3,3,4,,detached bungalow,Ibeju Lekki,Lagos,13000000
4,5,6,,terraced duplex,Apo,Abuja,60000000
4,5,6,4,detached duplex,Lekki,Lagos,280000000
4,4,4,,detached duplex,Ajah,Lagos,55000000
5,5,6,6,semi-detached duplex,Lekki,Lagos,325000000
3,3,4,3,detached bungalow,Ajah,Lagos,32000000
4,4,5,5,semi-detached duplex,Ibafo,Ogun,40000000
3,3,4,2,terraced duplex,Ajah,Lagos,30000000
4,4,5,3,terraced duplex,Lekki,Lagos,65000000
,,,,Block of flats,Ketu,Lagos,100000000
4,5,5,,semi-detached duplex,Katampe,Abuja,90000000
3,3,4,3,terraced duplex,Ajah,Lagos,35000000
4,4,5,,terraced duplex,Lekki,Lagos,155000000
4,,,,semi-detached duplex,Lekki,Lagos,85000000
2,2,3,2,block of flats,Lekki,Lagos,40000000
2,,,,block of flats,Lekki,Lagos,63000000
3,3,3,,terraced duplex,Lekki,Lagos,45000000
3,3,3,,terraced duplex,Lekki,Lagos,45000000
3,3,4,,detached bungalow,Lugbe District,Abuja,65000000
4,4,5,,detached duplex,Lekki,Lagos,72000000
6,6,8,6,detached duplex,Lekki,Lagos,270000000
4,4,5,4,detached duplex,Ajah,Lagos,100000000
5,5,6,5,semi-detached duplex,Mabushi,Abuja,200000000
4,,,,semi-detached duplex,Victoria Island (VI),Lagos,170000000
3,3,4,2,terraced duplex,Lekki,Lagos,75000000
4,4,4,4,terraced duplex,Lekki,Lagos,100000000
3,3,4,2,semi-detached duplex,Ajah,Lagos,42000000
4,4,5,,detached duplex,Ajah,Lagos,70000000
4,4,5,2,terraced duplex,Gwarinpa,Abuja,75000000
3,3,4,,terraced duplex,Dakibiyu,Abuja,75000000
4,4,5,3,terraced duplex,Lekki,Lagos,185000000
4,,,,terraced duplex,Victoria Island (VI),Lagos,160000000
4,4,5,2,house,Lekki,Lagos,175000000
5,5,6,8,detached duplex,Lekki,Lagos,220000000
2,2,3,4,block of flats,Agege,Lagos,28000000
4,5,5,,house,Life Camp,Abuja,100000000
3,3,4,5,block of flats,Lekki,Lagos,87000000
5,5,6,,detached duplex,Magodo,Lagos,200000000
3,,,,semi-detached duplex,Lekki,Lagos,65000000
4,4,5,2,terraced duplex,Lekki,Lagos,50000000
3,3,4,,terraced duplex,Lekki,Lagos,70000000
5,5,6,6,detached duplex,Ikeja,Lagos,385000000
4,,,,terraced duplex,Lekki,Lagos,75000000
5,5,6,,detached duplex,Ikoyi,Lagos,650000000
4,4,5,2,terraced duplex,Ikoyi,Lagos,"
$1000000 
approx. ₦436175754
"
4,4,4,6,detached duplex,Ajah,Lagos,45000000
5,5,6,,detached duplex,Isheri North,Lagos,100000000
4,5,5,10,terraced duplex,Gwarinpa,Abuja,60000000
4,4,5,,detached duplex,Lekki,Lagos,100000000
4,5,5,,semi-detached duplex,Ajah,Lagos,75000000
4,4,5,3,terraced duplex,Ajah,Lagos,47000000
4,4,4,,semi-detached duplex,Lekki,Lagos,85000000
4,5,5,2,terraced duplex,Lekki,Lagos,65000000
5,5,6,,detached duplex,Lekki,Lagos,420000000
12,10,10,,1 block of flats,Oredo,Edo,24500000
4,4,5,2,terraced duplex,Lekki,Lagos,65000000
5,5,6,5,detached duplex,Lekki,Lagos,400000000
5,5,6,6,detached duplex,Lekki,Lagos,557000000
5,5,6,2,detached duplex,Lekki,Lagos,135000000
4,4,5,3,semi-detached duplex,Lekki,Lagos,75000000
4,5,5,,detached duplex,Ibadan,Oyo,65000000
4,4,5,,detached duplex,Ajah,Lagos,95000000
3,3,4,3,terraced bungalow,Lekki,Lagos,29000000
4,4,5,4,detached duplex,Lekki,Lagos,160000000
5,5,6,,detached duplex,Lekki,Lagos,200000000
5,5,6,5,detached duplex,Lekki,Lagos,230000000
4,4,5,7,semi-detached duplex,Lekki,Lagos,55000000
4,4,5,4,detached duplex,Lugbe District,Abuja,75000000
4,4,5,,semi-detached duplex,Lekki,Lagos,85000000
5,,6,,detached duplex,Lekki,Lagos,275000000
3,4,4,,detached bungalow,Ajah,Lagos,37000000
4,4,5,3,detached duplex,Lekki,Lagos,55000000
5,5,6,7,terraced duplex,Apo,Abuja,120000000
3,3,4,4,terraced duplex,Life Camp,Abuja,65000000
5,6,6,9,detached duplex,Ajah,Lagos,100000000
4,4,5,7,detached duplex,Lugbe District,Abuja,75000000
4,4,5,8,detached duplex,Lugbe District,Abuja,85000000
4,5,5,3,terraced duplex,Lugbe District,Abuja,68000000
4,,,,detached duplex,Lekki,Lagos,110000000
3,3,3,,detached duplex,Ojodu,Lagos,60000000
6,6,7,,detached duplex,Ibeju Lekki,Lagos,100000000
4,4,5,10,detached bungalow,Apo,Abuja,110000000
6,6,7,10,detached duplex,Ikoyi,Lagos,2000000000
4,5,5,4,detached bungalow,Ikotun,Lagos,35000000
3,3,4,6,detached bungalow,Ajah,Lagos,50000000
5,5,6,3,detached duplex,Lekki,Lagos,170000000
3,3,3,3,detached bungalow,Ikorodu,Lagos,20000000
3,3,4,,block of flats,Dakibiyu,Abuja,70000000
4,4,5,3,detached duplex,Lekki,Lagos,95000000
5,5,6,6,detached duplex,Ikoyi,Lagos,750000000
5,5,6,4,detached duplex,Ajah,Lagos,100000000
4,4,5,3,detached duplex,Lekki,Lagos,120000000
3,,,,block of flats,Uvwie,Delta,45000000
4,5,6,5,semi-detached duplex,Karmo,Abuja,88000000
5,5,6,4,semi-detached duplex,Lekki,Lagos,340000000
4,4,5,3,detached duplex,Victoria Island (VI),Lagos,350000000
4,4,5,2,semi-detached duplex,Lekki,Lagos,140000000
2,2,2,2,detached bungalow,Nkanu,Enugu,16000000
4,4,5,3,terraced duplex,Lekki,Lagos,198000000
4,,,,house,Lekki,Lagos,120000000
5,5,6,,semi-detached duplex,Lekki,Lagos,100000000
5,5,6,5,semi-detached duplex,Lekki,Lagos,105000000
5,5,6,6,detached duplex,Lekki,Lagos,200000000
5,5,6,6,detached duplex,Lekki,Lagos,220000000
2,2,3,,block of flats,Lekki,Lagos,60000000
4,4,5,,house,Isheri North,Lagos,67000000
4,4,5,4,detached duplex,Lekki,Lagos,80000000
5,5,6,6,detached duplex,Lekki,Lagos,250000000
4,5,5,,terraced duplex,Lekki,Lagos,90000000
4,5,5,3,semi-detached duplex,Lekki,Lagos,100000000
4,4,5,,detached duplex,Ajah,Lagos,175000000
5,6,6,,detached duplex,Lekki,Lagos,145000000
5,6,6,,detached duplex,Lekki,Lagos,400000000
5,5,6,6,detached duplex,Karsana,Abuja,60000000
5,6,6,,semi-detached duplex,Guzape District,Abuja,160000000
4,4,5,3,terraced duplex,Lekki,Lagos,125000000
4,5,5,,semi-detached duplex,Lekki,Lagos,65000000
2,3,3,,detached duplex,Lekki,Lagos,63000000
4,4,5,,terraced duplex,Lekki,Lagos,60000000
4,4,5,,terraced duplex,Lekki,Lagos,85000000
5,5,6,5,detached duplex,Lekki,Lagos,160000000
3,3,4,,semi-detached duplex,Lekki,Lagos,65000000
4,4,5,3,detached duplex,Lekki,Lagos,84000000
5,6,6,5,semi-detached duplex,Ajah,Lagos,140000000
3,4,4,,detached bungalow,Enugu,Enugu,40000000
5,,,,house,Lekki,Lagos,850000000
5,5,,5,detached duplex,Lekki,Lagos,170000000
3,3,3,5,block of flats,Ikeja,Lagos,80000000
5,,,,detached duplex,Gbagada,Lagos,80000000
4,,5,,terraced duplex,Lekki,Lagos,75000000
4,4,5,,terraced duplex,Lekki,Lagos,85000000
4,4,5,,semi-detached duplex,Lekki,Lagos,85000000
5,5,6,,detached duplex,Lekki,Lagos,130000000
3,3,3,8,block of flats,Ifo,Ogun,50000000
4,4,5,,semi-detached duplex,Ajah,Lagos,65000000
5,5,6,3,detached duplex,Ajah,Lagos,110000000
4,5,5,,semi-detached duplex,Ajah,Lagos,60000000
5,6,6,,detached duplex,Lekki,Lagos,130000000
4,,,,detached bungalow,Ikorodu,Lagos,26000000
4,4,5,3,terraced duplex,Lekki,Lagos,120000000
2,3,3,4,semi-detached bungalow,Idu Industrial,Abuja,10000000
4,4,5,3,terraced duplex,Lekki,Lagos,120000000
4,4,5,2,semi-detached duplex,Lekki,Lagos,85000000
4,5,5,10,detached duplex,Asokoro District,Abuja,300000000
4,4,5,2,semi-detached duplex,Lekki,Lagos,95000000
4,4,5,2,terraced duplex,Lekki,Lagos,150000000
4,,,,semi-detached duplex,Lekki,Lagos,95000000
5,5,6,6,house,Ajah,Lagos,120000000
3,,,,house,Lekki,Lagos,50000000
4,4,5,,detached duplex,Ajah,Lagos,100000000
6,,,,detached duplex,Ajah,Lagos,110000000
3,3,4,3,detached duplex,Ajah,Lagos,45000000
4,4,6,3,semi-detached duplex,Ajah,Lagos,43000000
3,3,4,,semi-detached bungalow,Ajah,Lagos,40000000
4,4,5,4,house,Kaura,Abuja,80000000
4,4,5,2,semi-detached duplex,Lekki,Lagos,100000000
5,5,6,5,detached duplex,Lekki,Lagos,350000000
5,5,6,,house,Victoria Island (VI),Lagos,260000000
4,,,,terraced duplex,Magodo,Lagos,210000000
4,4,5,3,detached duplex,Lekki,Lagos,87000000
4,4,5,,detached bungalow,Port Harcourt,Rivers,30000000
5,,,,semi-detached duplex,Jabi,Abuja,750000000
2,2,3,2,terraced duplex,Lekki,Lagos,48000000
4,6,6,4,semi-detached duplex,Lekki,Lagos,58000000
,,,,House,Sango Ota,Ogun,75000000
4,4,5,5,detached duplex,Lekki,Lagos,140000000
5,,,,detached duplex,Isheri North,Lagos,95000000
5,6,6,,house,Ketu,Lagos,250000000
5,,,,detached duplex,Lekki,Lagos,100000000
4,,,,house,Lekki,Lagos,110000000
2,2,3,2,block of flats,Ajah,Lagos,35000000
4,4,5,,detached duplex,Lekki,Lagos,83000000
5,5,6,,detached duplex,Lekki,Lagos,100000000
3,3,4,2,semi-detached duplex,Ajah,Lagos,42000000
2,3,3,3,house,Lekki,Lagos,47000000
3,3,4,,block of flats,Magboro,Ogun,35000000
6,,,,detached duplex,Lekki,Lagos,85000000
4,4,5,2,terraced duplex,Lekki,Lagos,80000000
4,4,5,4,semi-detached duplex,Lekki,Lagos,55000000
4,4,5,,semi-detached duplex,Lekki,Lagos,160000000
5,5,6,6,detached duplex,Ajah,Lagos,95000000
4,4,5,2,terraced duplex,Lekki,Lagos,60000000
4,4,5,2,terraced duplex,Lekki,Lagos,45000000
4,4,5,,detached duplex,Lekki,Lagos,95000000
3,5,6,3,semi-detached duplex,Life Camp,Abuja,65000000
5,5,7,,house,Ajah,Lagos,100000000
4,,,,semi-detached duplex,Lekki,Lagos,65000000
4,4,5,,semi-detached duplex,Life Camp,Abuja,65000000
5,5,6,4,detached duplex,Lekki,Lagos,190000000
5,5,6,6,detached duplex,Lekki,Lagos,550000000
4,,,,detached duplex,Agege,Lagos,90000000
5,,,,detached duplex,Magodo,Lagos,250000000
4,,,,semi-detached duplex,Lekki,Lagos,155000000
4,4,5,3,semi-detached duplex,Lekki,Lagos,85000000
5,5,6,,detached duplex,Lugbe District,Abuja,115000000
5,5,6,3,terraced duplex,Lekki,Lagos,90000000
5,,,,detached duplex,Lekki,Lagos,380000000
5,5,6,3,detached duplex,Lekki,Lagos,220000000
4,4,5,3,semi-detached duplex,Lekki,Lagos,90000000
5,,,,detached duplex,Lekki,Lagos,500000000
5,,,,detached duplex,Isheri North,Lagos,95000000
5,,,,detached duplex,Lekki,Lagos,180000000
6,,,,detached duplex,Ikeja,Lagos,750000000
4,4,5,2,terraced duplex,Lekki,Lagos,140000000
7,6,6,5,detached duplex,Ajah,Lagos,150000000
5,6,6,5,detached duplex,Ikoyi,Lagos,1700000000
5,,,,detached duplex,Lekki,Lagos,180000000
4,,,,terraced duplex,Lekki,Lagos,120000000
4,5,6,4,semi-detached duplex,Utako,Abuja,150000000
4,,,,semi-detached duplex,Lekki,Lagos,75000000
5,5,6,6,detached duplex,Ajah,Lagos,100000000
4,4,4,4,house,Surulere,Lagos,75000000
4,,,,semi-detached duplex,Lekki,Lagos,145000000
3,4,4,2,detached duplex,Lekki,Lagos,140000000
4,,,,house,Lekki,Lagos,70000000
4,4,5,,detached duplex,Ajah,Lagos,175000000
5,5,6,,detached duplex,Ajah,Lagos,70000000
5,6,7,5,detached duplex,Ajah,Lagos,125000000
5,2,6,6,semi-detached duplex,Lekki,Lagos,120000000
4,,,,house,Lokogoma District,Abuja,47000000
5,6,6,7,detached duplex,Magodo,Lagos,180000000
4,4,5,4,semi-detached duplex,Lekki,Lagos,170000000
4,4,5,2,semi-detached duplex,Lekki,Lagos,100000000
4,4,5,2,terraced duplex,Ajah,Lagos,63000000
3,3,4,2,terraced duplex,Ajah,Lagos,53000000
2,2,3,2,terraced duplex,Ajah,Lagos,43000000
4,4,4,3,terraced duplex,Maryland,Lagos,70000000
4,4,5,3,semi-detached duplex,Lekki,Lagos,80000000
5,5,6,4,semi-detached duplex,Ajah,Lagos,120000000
4,4,5,4,semi-detached duplex,Ajah,Lagos,75000000
4,4,5,,detached duplex,Lekki,Lagos,100000000
3,3,4,3,semi-detached duplex,Lekki,Lagos,46000000
4,4,4,,detached duplex,Ajah,Lagos,70000000
3,,4,2,terraced duplex,Lekki,Lagos,57000000
3,3,3,6,block of flats,Gbagada,Lagos,100000000
4,,,,detached duplex,Lekki,Lagos,95000000
4,4,5,,terraced duplex,Lekki,Lagos,75000000
2,2,3,2,semi-detached duplex,Ogudu,Lagos,52000000
4,,,,house,Lekki,Lagos,90000000
4,,,,house,Lekki,Lagos,120000000
2,2,3,2,terraced duplex,Ajah,Lagos,43000000
4,4,5,3,semi-detached duplex,Lekki,Lagos,100000000
4,4,5,2,terraced duplex,Lekki,Lagos,140000000
4,,,2,terraced duplex,Lekki,Lagos,75000000000
4,6,7,4,semi-detached duplex,Lekki,Lagos,75000000
4,4,5,2,terraced duplex,Lekki,Lagos,52000000
4,4,5,3,terraced duplex,Lekki,Lagos,125000000
4,,,,detached duplex,Lekki,Lagos,120000000
3,3,4,2,semi-detached bungalow,Ajah,Lagos,45500000
5,5,6,3,detached duplex,Lekki,Lagos,130000000
3,3,4,2,block of flats,Lekki,Lagos,65000000
4,4,5,4,terraced duplex,Lekki,Lagos,120000000
5,5,6,,detached duplex,Ajah,Lagos,95000000
4,4,5,,semi-detached duplex,Ikoyi,Lagos,550000000
4,5,6,3,detached duplex,Lekki,Lagos,77000000
5,5,6,4,house,Lekki,Lagos,225000000
3,3,3,,semi-detached bungalow,Lugbe District,Abuja,25000000
5,6,6,3,block of flats,Dakibiyu,Abuja,49000000
3,3,3,,semi-detached bungalow,Lugbe District,Abuja,25000000
4,,,,detached duplex,Lekki,Lagos,95000000
4,4,5,8,semi-detached duplex,Lekki,Lagos,55000000
3,3,4,2,semi-detached duplex,Lekki,Lagos,65000000
4,5,5,8,detached duplex,Lekki,Lagos,110000000
3,3,4,3,terraced duplex,Lekki,Lagos,65000000
4,4,4,4,detached duplex,Lekki,Lagos,55000000
4,4,5,,house,Arepo,Ogun,55000000
4,,,,house,Durumi,Abuja,120000000
5,5,6,,detached duplex,Ikeja,Lagos,130000000
5,5,6,,detached duplex,Lekki,Lagos,110000000
5,5,6,,detached duplex,Ikeja,Lagos,130000000
4,4,5,4,semi-detached duplex,Lekki,Lagos,100000000
4,4,5,4,detached duplex,Lekki,Lagos,95000000
4,4,5,4,terraced duplex,Lekki,Lagos,150000000
5,5,6,,house,Magodo,Lagos,190000000
5,5,6,,detached duplex,Isheri North,Lagos,95000000
3,3,4,6,detached bungalow,Ajah,Lagos,45000000
4,,,,semi-detached duplex,Ajah,Lagos,60000000
3,3,4,3,terraced duplex,Ajah,Lagos,53000000
5,5,6,,detached duplex,Ikoyi,Lagos,650000000
3,,4,,terraced duplex,Lekki,Lagos,170000000
4,4,5,,terraced duplex,Lekki,Lagos,180000000
4,4,5,,semi-detached duplex,Lekki,Lagos,120000000
4,4,5,,terraced duplex,Lekki,Lagos,95000000
5,5,6,,detached duplex,Lekki,Lagos,450000000
4,,,,terraced duplex,Lekki,Lagos,55000000
5,5,6,,detached duplex,Lekki,Lagos,400000000
5,,,,detached duplex,Lekki,Lagos,100000000
5,,,,detached duplex,Ajah,Lagos,95000000
5,,,,detached duplex,Ajah,Lagos,120000000
5,,,,house,Lekki,Lagos,350000000
5,,,,detached duplex,Lekki,Lagos,145000000
4,,,,terraced duplex,Lekki,Lagos,98000000
3,3,4,4,semi-detached bungalow,Ibeju Lekki,Lagos,26500000
4,,,,house,Lekki,Lagos,95000000
5,5,6,,detached duplex,Lekki,Lagos,400000000
5,5,6,,detached duplex,Lekki,Lagos,420000000
5,5,6,,semi-detached duplex,Lekki,Lagos,390000000
5,5,6,,detached duplex,Lekki,Lagos,400000000
3,3,4,,terraced duplex,Lekki,Lagos,85000000
6,8,8,7,detached duplex,Ajah,Lagos,70000000
5,5,6,6,detached duplex,Lekki,Lagos,145000000
4,4,5,,terraced duplex,Lekki,Lagos,60000000
4,4,5,,terraced duplex,Lekki,Lagos,60000000
4,4,5,,terraced duplex,Lekki,Lagos,60000000
4,4,5,4,semi-detached duplex,Gaduwa,Abuja,70000000
4,4,5,,detached duplex,Lekki,Lagos,90000000
5,5,6,6,detached duplex,Life Camp,Abuja,220000000
5,5,6,3,detached duplex,Lekki,Lagos,150000000
4,4,5,2,terraced duplex,Lekki,Lagos,135000000
4,4,5,2,semi-detached bungalow,Lekki,Lagos,45000000
2,4,4,,terraced duplex,Lekki,Lagos,45000000
4,4,5,4,semi-detached duplex,Ikeja,Lagos,125000000
4,4,5,3,semi-detached duplex,Lekki,Lagos,75000000
3,3,3,8,block of flats,Alimosho,Lagos,40000000
4,4,5,4,terraced duplex,Life Camp,Abuja,65000000
4,4,5,2,semi-detached duplex,Lekki,Lagos,90000000
5,5,6,5,detached duplex,Lekki,Lagos,120000000
3,4,4,,detached bungalow,Lekki,Lagos,25000000
4,4,5,,detached duplex,Lekki,Lagos,95000000
4,5,5,,house,Ifo,Ogun,22000000
4,4,5,,terraced duplex,Ikeja,Lagos,250000000
4,4,5,,semi-detached duplex,Victoria Island (VI),Lagos,135000000
4,5,5,,terraced duplex,Guzape District,Abuja,100000000
4,,,,detached duplex,Lekki,Lagos,450000000
4,4,5,,terraced duplex,Jabi,Abuja,120000000
4,4,5,3,detached duplex,Ajah,Lagos,100000000
4,4,5,3,terraced duplex,Lekki,Lagos,65000000
5,5,6,3,detached duplex,Lekki,Lagos,200000000
4,4,5,3,detached duplex,Lekki,Lagos,120000000
4,4,5,3,semi-detached duplex,Lekki,Lagos,85000000
5,5,6,2,detached duplex,Lekki,Lagos,140000000
5,5,6,3,detached duplex,Lekki,Lagos,130000000
5,5,6,5,detached duplex,Lekki,Lagos,250000000
4,4,5,2,terraced duplex,Lekki,Lagos,180000000
3,3,3,,detached bungalow,Ajah,Lagos,48000000
4,5,5,6,semi-detached duplex,Lekki,Lagos,95000000
4,5,5,5,semi-detached duplex,Lekki,Lagos,80000000
